Century,Complement,Tense,Tense_Simplified,Reading,left,right,year,buinn,source,be,verb,Sub_BA,SuB,Excl
13,NULL,NA,NA,Fixed,"m ef að réttu færi."" Þá stóð Glúmur upp og varð þó eigi fyrr","en að dagmálum. Hann tók þá feldinn blá og spjótið gullrekna í hönd sér, lé",1215,búinn,(vigaglum),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"i Glúmur að ónýtt var málið: ""Hafið þér öðrum manni á hendur","málið en vegið hefir, en víginu veld eg."" Síðan nefnir hann votta að ónýtt e",1215,búið,(vigaglum),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"i manna. Glúmur kvað ekki það vera. Þorvarður segir: ""Er til","málið?"" Glúmur kvað það eigi vera. ""Slíkur dagur væri vel til fallinn. Þoka",1215,búið,(vigaglum),NA,NA,None,0,
13,NULL,NA,NA,Fixed,er að það má mörgum kunnigt vera að þér hafið málið meir til,með óskapi en eigi séu spjöllin á því að Sigmund drap eg á mínu fé og áður e,1215,búið,(vigaglum),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"vér það að bjóða Glúmi sætt."" Þorvarður segir: ""Hvort er til","vígsmálið?"" Þórarinn segir: ""Ekki hefi eg til spurt eða hvað veistu af?"" Han",1215,búið,(vigaglum),NA,NA,None,0,
13,NULL,PST,PST,Prepared,úmur sat þar til hins efsta fardags. En er menn voru í brott,þá settist Glúmur í öndvegi og gerði eigi á brott ganga þótt að honum væri,1215,búnir,(vigaglum),NA,NA,None,0,
13,NULL,Samsett,Other,Prepared,r mundu eigi báðir af þeim fundi fara lífs. En Bárður kveðst,"þess ef þeir skyldu tveir við leikast ""en það er engi vaskleikur að þrír ga",1215,búinn,(vigaglum),NA,NA,None,0,
13,NULL,Samsett,Other,Prepared,im vel. Og er þinginu var lokið þá varð Þorkell fyrr á braut,og þótti Bjarna það vel. En er hann var búinn til heimferðar þá gaf Þórdís,1237.5,búinn,(vopn),NA,NA,None,0,
13,NULL,PST,PST,Prepared,tri beini sem þeir sátu lengur. En er þeir Ketill voru brott,"þá mælti hann: ""Vér höfum hér haft góðan beina og hefir Þorleifur reynst hi",1237.5,búnir,(vopn),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"r heiman og með honum Lýtingur sonur hans, þegar er hann var",", og Þorgils skinni fóstri Lýtings, Eyjólfur feiti, Kollur austmaður, Þorger",1237.5,búinn,(vopn),NA,NA,Sub_Before,1,
13,NULL,NA,NA,svo búið,Fer hann nú síðan og kemur til Hofs og segir Bjarna til svo,og þótti honum vel hafa um ráðist er Þorkell varð heill. 19. kafli Sumar þe,1237.5,búins,(vopn),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"rð sent. ""Fyrir skömmu fór eg þá ferð er eg uni illa við svo",","" segir Þorkell. ""Gerði eg mig beran í því að eg vildi Bjarna feigan og kom",1237.5,búið,(vopn),NA,NA,None,0,
13,NULL,PST,PST,Prepared,hendur og hans menn. Þorkell bannaði það eigi. Þá var síðan,um lík þeirra manna er þar féllu. Eftir það sneru á brottu hvorutveggju. Fór,1237.5,búið,(vopn),NA,NA,None,0,
13,NULL,NA,NA,svo búið,hann hafði áður. Nú fara sendimenn aftur að segja Bjarna svo,. Svo virtu menn að hann mundi til hefnda hyggja. Bjarni var vanur hvert haus,1237.5,búið,(vopn),NA,NA,None,0,
13,NULL,NA,NA,svo búið,Hofi. Síðan sendi Þórarinn Þorkeli orð að eigi mundi að svo,auðsótt til Hofs og líður nú enn veturinn. 16. kafli Um vorið eftir átti Bja,1237.5,búnu,(vopn),NA,NA,None,0,
13,NULL,PST,PST,Prepared,lkti liði sínu í móti bróður sínum. En er hvárirtveggju váru,", æptu þeir heróp. Þeir Yngvarr hleyptu á þá hjólunum með öllum herbúnaði, o",1200,búnir,(yngvar),NA,NA,None,0,
13,NULL,NA,NA,Fixed,þegar leið Eirík konung ok Hákon jarl. Því var Áka sá skáli,", er mestr var annarr. Ekki var dóttir konungs þar né sonr þeira, því at ótr",1200,búinn,(yngvar),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"kla höll. Ok er þeir kómu í höllina, sáu þeir hana vel innan","ok fundu þar mikinn fjárhlut ok margar gersemar. Þá spurði Yngvarr, ef nokku",1200,búna,(yngvar),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"lfir ok skjaldaðir, ok höfðu gyllta hjálma ok öll vápn gulli",ok silfri. Ok við svá búit lið ferr hann austan eptir Svíþjóð. Spyrst nú víð,1200,búin,(yngvar),NA,NA,None,0,
13,PP,PST,PST,Prepared,fari fram málum manna. Honum er sagt að sum voru dæmd en sum,"til reifingar. ""Hvað líður um mál Odds sonar míns eða er því lokið nú?"" ""Lok",1280,búin,(band),NA,NA,None,0,
13,PP,PST,PST,Prepared,málinu og verður Oddný honum gift. En þá er þeir Björn voru,til hafs sigldi að þeim skip af hafi. Þeir Björn tóku bát og reru til skips,1225,búnir,(bjarnar),NA,NA,Sub_Before,1,
13,PP,PST,PST,Prepared,"nni, er hún fékk meinsemi af. Og er Egill var til brottfarar",", þá fylgdi Þorfinnur honum og þeir feðgar á götu; voru þeir þá saman tíu eð",1227.5,búinn,(egils),NA,NA,None,0,
13,PP,PRS,PRS,Prepared,"fund Ólafs konungs með þeim orðum, að Aðalsteinn konungur er","til orustu og hefir her allmikinn, en hann sendir Ólafi konungi þau orð, að",1227.5,búinn,(egils),NA,NA,None,0,
13,PP,PST,PST,Prepared,"lét sitt hvor fram leiða, sá er á hólm gekk. Og er þeir voru","til hólmgöngu, þá hlaupast þeir að og skutu fyrst spjótum, og festi hvortki",1227.5,búnir,(egils),NA,NA,None,0,
13,PP,PST,PST,Prepared,hann hafði þá ógrynni fjár og dýrgripi marga. En er hann var,"til ferðar, þá fór hann á fund Eiríks konungs; en er þeir skildust, seldi k",1227.5,búinn,(egils),NA,NA,Sub_Before,1,
13,PP,PST-SBJ,PST,Prepared,"átta tigu manna, alla vel vopnaða, svo sem til bardaga væru",; það lið var valið mjög; hafði Egill haft með sér hina bestu bóndasonu af N,1227.5,búnir,(egils),NA,NA,None,0,
13,PP,PST,PST,Prepared,ðar jarls en Þóroddur þóttist það eigi mega er hann var áður,til Íslandsferðar. En þeir skoruðu á hann fast því að þeim þótti við liggja,1255,búinn,(eyrbygg),NA,NA,None,0,
13,PP,PST,PST,Prepared,batnar þá flota þeir skipi sínu og búa það. Og er þeir voru,til ferðar þá þakka þeir henni þarvist sína og allan velgerning þann er hún,1225,búnir,(fostb),NA,NA,None,0,
13,PP,PST,PST,Prepared,n utan. Skipið kom við Orkneyjar. Rögnvaldur Brúsason var þá,til hernaðar því að víkingar margir lágu við eyjarnar þeir er rændu búendur,1225,búinn,(fostb),NA,NA,None,0,
13,PP,NF,Other,Prepared,"s því að Þorkell heldur mjög hendi yfir þeim."" Böðvar kveðst",til ferðar þegar vildi. Nú standa þau upp um nóttina og taka eina skútu er,1225,búinn,(fostb),NA,NA,None,0,
13,PP,PST,PST,Prepared,kipi. Fara þeir Þormóður þá aftur til skips og var Skúfur þá,"til siglingar. Stíga þeir þá á skip, Þormóður og Skúfur, en Steinar sest ef",1225,búinn,(fostb),NA,NA,None,0,
13,PP,NA,NA,svo búið,lyfjahrossin úr túninu meðan þeir börðust. Fara þeir við svo,"til skips. Býr Þorgeir skip sitt og heldur því til Seleyrar, bíður þaðan byr",1225,búið,(fostb),NA,NA,None,0,
13,PP,PRS,PRS,Prepared,jár nætur fór Gísli og hittir Kolbjörn og spyr hvort hann er,til hólmstefnunnar. Kolbjörn svarar og spyr hvort hann skal það til ráðsins,1240,búinn,(gisl),NA,NA,None,0,
13,PP,PST,PST,Prepared,á sjó hvern dag er sjófært var. Og um morguninn er hann var,til útróðrar spyr hann hvort Helga er ekki ákaft um ferðina eða hví hann li,1240,búinn,(gisl),NA,NA,None,0,
13,PP,NA,NA,svo búið,þeir um skóginn og finna Gísla eigi og hverfa aftur við svo,til bæjarins og búa nú mál til á hendur Gísla um víg Þorgríms. Engan hlut ta,1240,búið,(gisl),NA,NA,None,0,
13,PP,PRS,PRS,Prepared,þá tekið lík Þorgríms og brott kippt spjótinu og til graftar,"og er þar að sex tugir manna, fara nú á Hól til Gísla. Þórður hinn huglausi",1240,búið,(gisl),NA,NA,None,0,
13,PP,PST,PST,Prepared,"."" Gunnlaugur þakkaði konungi vel. Og er þeir voru til hólms",þá spyr Þórormur hverninn sverð það væri er hann hafði. Gunnlaugur sýnir ho,1212.5,búnir,(gunnl),NA,NA,None,0,
13,PP,PRS,PRS,Prepared,na föruneyti sitt er með honum skyldu fara. Og þá er hann er,til brautreiðar þá eru þar leiddir fram hestar tveir hvítir og svört eyru á,1212.5,búinn,(heidarv),NA,NA,Sub_Before,1,
13,PP,PST-SBJ,PST,Prepared,rra viðræðu og kveður þá vísu þeirrar meiningar að hann væri,til að leika við hann sem Styr og rjóða báðar kiður hans í blóði (segir í v,1212.5,búinn,(heidarv),NA,NA,None,0,
13,PP,NA,NA,Fixed,á Snorra. Hann býr málið á hendur Borgfirðingum en þeir hafa,til liðs fyrir fram ef hann kæmi. Fer Snorri heiman með flokk manna en gjöri,1212.5,búið,(heidarv),NA,NA,None,0,
13,PP,NA,NA,vel búið,ruð manna og veljið af hirðsveitum mínum góða hermenn og vel,til bardaga. Síðan vil eg gefa þér lof til að þú farir yfir land mitt og fái,1230,búna,(heimskringla),NA,NA,None,0,
13,PP,NA,NA,Prepared,ræður sátt sín í milli. Fór jarl í brott er hann var að því,. Hjalti fór með honum. Frá Rögnvaldi jarli og þinginu Rögnvaldur jarl kom e,1230,búinn,(heimskringla),NA,NA,None,0,
13,PP,PST,PST,Prepared,þá heldur en áður. Sigldi Einar þá í haf er hann var að því,og kom svo til Noregs að áður voru fram komin þau tíðindi er þar gerðust me,1230,búinn,(heimskringla),NA,NA,None,0,
13,PP,PST,PST,Prepared,g fara leið sína til skips og halda í haf er þeir eru að því,og komu aftur til Noregs á fund Haralds konungs og líkaði honum nú vel því,1230,búnir,(heimskringla),NA,NA,None,0,
13,PP,Samsett,Other,Prepared,i en sumir fyrir sjálfum konungi að Noregsmenn mundu þá vera,til að hverfa aftur undir Knút konung og jarlinn og þiggja af þeim frelsi s,1230,búnir,(heimskringla),NA,NA,None,0,
13,PP,NA,NA,Attr,étti eigi fyrr en á Breiðunni og sá þar mikinn her fyrir sér,til bardaga. Síðan fylkti konungur liði sínu og reið sjálfur fyrir og orti,1230,búinn,(heimskringla),NA,NA,None,0,
13,PP,NA,NA,Attr,r konungur kom fyrir höfnina. Þá sá hann hvar lá her konunga,"til bardaga. Þótti honum sem þá mundi vera síð dags að leggja til orustu, u",1230,búinn,(heimskringla),NA,NA,None,0,
13,PP,PST,PST,Prepared,gekk Áki til Svíakonungs. Var þá Eiríkur konungur klæddur og,til ferðar og var hann heldur ókátur. Áki tók þá góða gripi og gaf honum. K,1230,búinn,(heimskringla),NA,NA,None,0,
13,PP,Samsett,Other,Prepared,ér hinu að eg gerði þig heiman sem systur mína áður þú yrðir,"til ferðar."" Sigurður konungur segir: ""Heyrt muntu hafa það að eg átti orus",1230,búinn,(heimskringla),NA,NA,None,0,
13,PP,PST,PST,Prepared,"ðið sverð og hafði skjöld fyrir sér og hjálm á höfði, var þá",til varnar. Dyrnar voru heldur lágar. Sigurður spurði hví þeir gengju eigi,1230,búinn,(heimskringla),NA,NA,None,0,
13,PP,Samsett,Other,Prepared,kips síns og sigldi fram eftir liði sínu. Þórir verður seint,úr höfninni. En er segl þeirra kom upp þá héldu þeir út um Vestfjörð og síð,1230,búinn,(heimskringla),NA,NA,None,0,
13,PP,PST,PST,Prepared,kaði hvorigum vel. Blótveisla á Mærini Um veturinn eftir var,til jóla konungi inn á Mærini. En er að leið jólunum þá lögðu þeir stefnu me,1230,búið,(heimskringla),NA,NA,None,0,
13,PP,PST,PST,Prepared,Hálogaland. En Magnús konungur fór eftir þeim þá er hann var,úr Þrándheimi. Þeir Þórir fóru allt norður í Bjarkey og flýði Jón undan og,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,PP,NA,NA,svo búið,sem þér |p475 munuð spurt hafa en vér höfum lið lítið að svo,"til móts við her hans en landsfólk er oss nú ekki trúlegt."" En ræðu konungs",1230,búnu,(heimskringla),NA,NA,None,0,
13,PP,NA,NA,svo búið,og er það líkneski sjö alna hátt. Guttormur gaf róðu þá svo,til staðar hins heilaga Ólafs konungs. Hefir hún þar verið síðan til minning,1230,búna,(heimskringla),NA,NA,None,0,
13,PP,NA,NA,svo búið,Gautviður og Hulviður. Ingjaldur konungur fór aftur við svo,til Uppsala og undi illa sinni ferð og þóttist það finna að honum mundi vera,1230,búið,(heimskringla),NA,NA,None,0,
13,PP,PRS,PRS,Prepared,"rar konungur: ""Búin skulu öll skipin, Sigvaldi, þá er þú ert","til fararinnar,"" segir konungur. ""Ráð þú til að heldur; eg skal til fá þett",1260,búinn,(jomsvik),NA,NA,Sub_Before,1,
13,PP,PRS,PRS,Prepared,"að konungur mælir svo, að hann kveðst ætla þá er Sigvaldi er","til þeirrar farar, að hann mundi til leggja með honum tuttugu skip. Sigvald",1260,búinn,(jomsvik),NA,NA,Sub_Before,1,
13,PP,PRS,PRS,Prepared,i maður tekinn úr strenginum og snúinn vöndur í hár honum og,"til höggs. Og er svo var komið, þá spyr Þorkell hversu gott hann hyggi til",1260,búinn,(jomsvik),NA,NA,None,0,
13,PP,PRS,PRS,Prepared,r leiðindi á við Bersa og vill skilja við hann. Og er hún er,"til brottfarar gengur hún að Bersa og mælti: ""Fyrst varstu kallaður Eyglu-Be",1212.5,búin,(kormaks),NA,NA,None,0,
13,PP,PRS,PRS,Prepared,"gengur hann að hitta Kjartan frænda sinn og mælti: ""Nú er eg",til ferðar og mundi eg bíða þín hinn næsta vetur ef að sumri væri lauslegra,1250,búinn,(laxdal),NA,NA,None,0,
13,PP,Samsett,Other,Prepared,"ýða þeim."" Og voru hinir þá eigi búnir. Einar sá þá og þótti",til mikils voða og leitaði sér fangaráðs og reið fram hjá Eyjólfi og mælti:,1220,búið,(ljosvetn),NA,NA,None,0,
13,PP,PST,PST,Prepared,gi í nánd honum. Hrappur stefndi til Hlaða. Þar voru þeir þá,"til hafs hvorirtveggju, Þráinn Sigfússon og Njálssynir. Hrappur hleypur þar",1280,búnir,(njala),NA,NA,None,0,
13,PP,Samsett,Other,Prepared,g höldum okkur sem best saman því að flokkur minn skal þegar,"til öndverðs þings og skal eg yður í öllum hlutum trúr vera."" Þeir tóku því",1280,búinn,(njala),NA,NA,None,0,
13,PP,NA,NA,svo búið,"Ásmundr lá, tekr hann nú upp ok leggr á bak sér ok gengr svá",til sjóvar. Þá var Hjálmarr kominn á land með liði sínu öllu ok ætlar at le,1290,búinn,(orvar),NA,NA,None,0,
13,PP,NA,NA,Fixed,"allar næfrarnar. Hann brauzt ekki við þessu, en hann er svá","undir, at hann er í skarlatskyrtli rauðum, hlaðbúnum, en hár lá á herðum ni",1290,búinn,(orvar),NA,NA,None,0,
13,PP,PST,PST,Prepared,"ddr. Þar var Grímr þrjár nætr. Þá sagði Lopthæna, at hún var","til ferðar, ok þá sagði Grímr Ingjaldi, at hann vill búast til burtferðar. """,1290,búin,(orvar),NA,NA,None,0,
13,PP,NA,NA,Fixed,"n vill leggjast niðr at sofna, - ""en þér takið nestbaggan ok","til nótturðar yðr."" Því næst sofnar Skrýmir ok hraut fast, en Þórr tók nestb",1220,búið,(SnE),NA,NA,None,0,
13,PP,PRS-SBJ,PRS,Prepared,kvat felli í höfuð honum eða hvárt þeir hafi þá matast ok sé,"til rekkna. Þórr segir, at þeir munu þá sofa ganga. Ganga þau þá undir aðra",1220,búnir,(SnE),NA,NA,None,0,
13,PP,PST,PST,Prepared,"er getit, at Ægir sótti heimboð til Ásgarðs, en er hann var","til heimferðar, þá bauð hann til sín Óðni ok öllum ásum á þriggja mánað fre",1220,búinn,(SnE),NA,NA,Sub_Before,1,
13,PP,PST,PST,Prepared,hafði setið um hríð þá vildi hann heim ríða. En er hann var,"til að ríða mælti biskup til Þorgils: ""Nú mun eg lúka upp gerð okkarri."" Þo",1250,búinn,(sturl),NA,NA,None,0,
13,PP,PST,PST,Prepared,il skips kominn þá kemur Hrafn vestan Sveinbjarnarson og var,til ferðar sem þeir höfðu ætlað. Þar var og Tómas Ragnheiðarson og Ívar Jón,1250,búinn,(sturl),NA,NA,None,0,
13,PP,PST,PST,Prepared,i frítt og ófrítt og var því játað. |k153|s207 Guðmundur var,til skips með tíundavöru sína. En er hann var til skips kominn þá kemur Hra,1250,búinn,(sturl),NA,NA,None,0,
13,PP,PST,PST,Prepared,ið var sæst við Reykjamenn en áverkar Finns og Hámundar voru,til alþingis. Högni prestur hinn auðgi bjó í Bæ. Hann var tengdamaður Lunda,1250,búnir,(sturl),NA,NA,None,0,
13,PP,PST,PST,Prepared,sæmd verða þessa upptekt. En of sumarið er Orkneyingar voru,til hafs vann Þorkell á Guðmundi djákn og særði hann til ólífis. En er Snor,1250,búnir,(sturl),NA,NA,None,0,
13,PP,NF,Other,Prepared,eg því þetta að eg spari mat við þig eða drykk. Vil eg vera,til að flytja mál þitt við konung að hann taki við þér og geri þig sinn man,1250,búinn,(sturl),NA,NA,None,0,
13,PP,Samsett,Other,Prepared,fylgt og höfum vér engan jafn hvatan eftir og varð hann einn,til af yður að gefa sjálfviljandi líf sitt fyrir mitt líf. Nú mun eg eigi h,1250,búinn,(sturl),NA,NA,None,0,
13,PP,NA,NA,Fixed,nnvirðing með þeim Sturlu og Einari. Of vorið eftir voru mál,til alþingis og riðu hvorirtveggju til alþingis og héldu fram málunum og var,1250,búin,(sturl),NA,NA,None,0,
13,PP,PST-SBJ,PST,Prepared,eir þar Þórður og Sturla. Spurði Þórður þá hvort Sturla væri,til ferðar með honum. En Sturla kvaðst eigi nenna að svo búnu að brjóta eið,1250,búinn,(sturl),NA,NA,None,0,
13,PP,PST,PST,Prepared,g stefndi fund við Kolbein. En Kolbeinn segir að hann var þá,til ferðar þeirrar er hann vildi fyrir engan mun bregða. Það var Jónsmessud,1250,búinn,(sturl),NA,NA,None,0,
13,PP,Samsett,Other,Prepared,tu þykja skipta. En við þessi orð Órækju varð Sighvatur ekki,til handsalanna og voru þeir þar tvær nætur. En um daginn eftir bað Órækja,1250,búinn,(sturl),NA,NA,None,0,
13,PP,Samsett,Other,Prepared,Þorvarði við þá. Þá mæltust þeir það við að Þorleifur skyldi,til liðveislu við þá Hrafn og Eyjólf þegar þeir þyrftu nokkurs við. Hrafn r,1250,búinn,(sturl),NA,NA,None,0,
13,PP,PST,PST,Prepared,it var hrokkin aftur um siglu á Ógnarbrandinum og þar var þá,til uppgöngu. Hljóp hann þá upp á skipið til þeirra og eggjar ákaflega að þe,1250,búið,(sturl),NA,NA,None,0,
13,PP,PST,PST,Prepared,hann þar bjór mikinn og lét flytja inn til Grundar. Var þar,til veislu á Maríumessudag en sunnudaginn fyrir hafði hann fund í Kristnesi,1250,búið,(sturl),NA,NA,None,0,
13,PP,PST,PST,Prepared,margir fýsendur þeir er framgjarnir voru en Snorri var eigi,til þess að fara að bróður sínum á þeim hátíðum er þá fóru í hönd. Var það,1250,búinn,(sturl),NA,NA,None,0,
13,PP,Samsett,Other,Prepared,l þings og vita hvorir þá yrðu aflameiri. Sæmundur varð eigi,til þessa og kvað sér eigi sama að deila við Þorvald mág sinn. Þeir Loftur,1250,búinn,(sturl),NA,NA,None,0,
13,PP,NA,NA,Fixed,g skyldi kjósa annan mann til biskups ef eg vildi. Hann læst,upp að gefa kosninginn. Hann hefir ráðið til Sigurð Ormsson til forráða því,1250,búinn,(sturl),NA,NA,None,0,
13,PP,PST,PST,Prepared,ar og vildi hann fá lið meira. |k338|s514 Þá er Kolbeinn var,til burtlögu þá varð það til tíðinda að menn komu til hans sunnan um land o,1250,búinn,(sturl),NA,NA,Sub_Before,1,
13,PP,NA,NA,svo búið,ri þeirra sætta unnt er þeim gætist að. Fór ábóti þá við svo,til þeirra Hrafns og vildu þeir eigi þessari sætt játa. Tók Eyjófur eigi fyr,1250,búið,(sturl),NA,NA,None,0,
13,PP,PST,PST,Prepared,i eg mér fjár þótt heldur væri freklega að ort. En nú var eg,til burtferðar. Nú ef þér þykir nokkuð veitt í lífgjöf þinni þá far á fund,1280,búinn,(vatnsdae),NA,NA,None,0,
13,PP,NA,NA,Attr,að er hann vildi. 43. kafli Björn hét austmaður er skip átti,til hafs. Með honum fór Þorkell krafla utan. Þeir komu við Orkneyjar. Þá var,1280,búið,(vatnsdae),NA,NA,None,0,
13,PP,PRS,PRS,Prepared,a og má vera að lítils þurfi við en veit eg frændi að þú ert,"til allra atgerða."" Jökull svarar: ""Von var þess að þú mundir eigi vilja að",1280,búinn,(vatnsdae),NA,NA,None,0,
13,PP,PST,PST,Prepared,l fyrr á braut búinn og þótti Bjarna það vel. En er hann var,til heimferðar þá gaf Þórdís todda honum men gott og kvaðst eigi laun vilja,1237.5,búinn,(vopn),NA,NA,Sub_Before,1,
13,PP,NA,NA,svo búið,"mig lætur ekki slíkt varða."" Skilja þeir síðan og er nú svo",til þingsins. Það er sagt að Brodd-Helgi fjölmennir mjög til þingsins og hyg,1237.5,búið,(vopn),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"satt sem þú vilt þar um,"" segir Arnkell, ""en eigi mun eg svo","deila um skóginn við Snorra."" Við þetta skildu þeir feðgar. Fór Þórólfur hei",1255,búið,(eyrbygg),NA,NA,None,0,
13,NA,NA,NA,Prepared,Síðan fór hann til Englands og ætlaði þaðan til Nóregs . Og er þeir,er til Nóregs ætluðu fer Halli á fund konungs og lést ort hafa um hann kvæði .,1275,NA,MORKIN,voru búnir,NA,NA,0,
13,NA,NA,NA,Prepared,Og nú þykir konunginum eigi vera mega svo búið,NA,1260,NA,JOMSVIKINGAR,NA,NA,NA,0,
13,NA,PST,NA,Prepared,En er hann,ferðar sinnar og byr gaf þá hélt hann til hafs,1250,NA,THETUBROT,var búinn,NA,NA,0,
13,NA,PST,NA,Prepared,En er Egill,"og byr gaf .-. þá
siglir hann í haf",1250,NA,THETUBROT,var búinn,NA,NA,0,
14,NULL,NA,NA,vel búið,"rið þið með ykkru máli."" Hann gaf Þorsteini sverð harðla vel",og hinn besta grip en Þóri fingurgull er vó eyri og kvað Hákon jarl hafa gef,1312.5,búið,(finnboga),NA,NA,None,0,
14,NULL,NA,NA,Fixed,"mágur,"" sagði hann, ""svo að eg sé gjörla að engu er nýtt til",og er betur að niður falli því að svo hafa farið skipti ykkur að þú hefir va,1320,búið,(floam),NA,NA,None,0,
14,NULL,NA,NA,Fixed,"ir: ""Kunnig eru mér svo lög mágur að eg veit að rangt er til",og eru þau ein málaefni með ykkur Ásgrími að best er að niður falli. Hafa sv,1320,búið,(floam),NA,NA,None,0,
14,NULL,NA,NA,svo búið,"un fá þér annað vopn það er gott er."" Nú skilja þeir við svo",og fer Þorgils aftur til Bjarnar. Nú er þar til að taka að Björn saknar Þorg,1320,búið,(floam),NA,NA,None,0,
14,NULL,NA,NA,Fixed,er nú skyldi eigi skírslan fram fara svo sem nú var allt til,"og mun eigi hægt að gera við ógæfu þinni."" Grettir svarar: ""Það hafði eg ætl",1315,búið,(grettir),NA,NA,None,0,
14,NULL,NA,NA,svo búið,á einn gilsþröm þar skammt ofan frá sér og fóru heim við svo,og sögðu bónda þenna atburð. Hann spurði hvað Glámi mundi hafa að bana orðið,1315,búið,(grettir),NA,NA,None,0,
14,NULL,NA,NA,svo búið,"heitum, en Grettir neitti öllu og fóru bændur á burt við svo",og undu illa við sinn hlut. Sögðu þeir héraðsmönnum hver vargur kominn var í,1315,búið,(grettir),NA,NA,None,0,
14,INF,PST,PST,Prepared,mjög blóðrás og það að Svartur stóð með reidda rekuna og var,að slá hann með og þótti honum það mest svívirðing. Og við þetta allt saman,1312.5,búinn,(finnboga),NA,NA,None,0,
14,INF,NF,Other,Prepared,"praun í þessu. Þorgrímur kvaðst eigi hafa barna skap, kvaðst",að reyna alla hluti við hann. Helgi kvaðst ætla að að málefnum mundi ganga,1320,búinn,(floam),NA,NA,None,0,
14,INF,PST,PST,Prepared,Nú lét Hörður gera sér hornsköfur um nóttina. Þá voru allir,að fara til leiks þegar er Hörður fór þótt áður væru nokkuð stirðir. Önundu,1350,búnir,(hardar),NA,NA,None,0,
14,NULL,NA,NA,Fixed,ir komu til eyjarinnar þá var þar fyrir mannfjöldi mikill og,hin besta veisla. Þegar jarl fann Ingibjörgu frændkonu sína varð hann einn a,1312.5,búin,(finnboga),NA,NA,None,0,
14,NULL,NA,NA,vel búið,kipinu og á þiljunum sér hann hvar stendur silkitjald og vel,húðfat er í tjaldinu. Urðarköttur gengur að og tekur á manninum er þar lá í,1312.5,búið,(finnboga),NA,NA,None,0,
14,NULL,NA,NA,Fixed,n þína með því að eg veit að þú ert umfram aðra menn að afli,"og takir síðan við trú."" Finnbogi mælti: ""Það vil eg heita þér ef þessi boð",1312.5,búinn,(finnboga),NA,NA,None,0,
14,NULL,NA,NA,Fixed,orrar handar. Finnbogi stóð fyrir konungi. Hann var ágætlega,og undruðu allir menn hans fegurð og kurteisi. Finnbogi gekk að stólinum og,1312.5,búinn,(finnboga),NA,NA,None,0,
14,NULL,PST,PST,Prepared,var eftir orðið. Nú tekur mærin að gleðjast. Síðan hann var,reri hann suður með landi og þegar hann kemur til hafnar skortir hann eigi,1312.5,búinn,(finnboga),NA,NA,None,0,
14,NULL,PRS,PRS,Prepared,skips. Þorkell og Þóra voru þá með Finnboga. Og er Bergur er,ríða þeir Finnbogi og Þorkell með honum. Hrafn hinn litli fór og með nokkur,1312.5,búinn,(finnboga),NA,NA,None,0,
14,NULL,PST,PST,Prepared,an fara þeir heimleiðis og ganga fyrir eykirnir svo hver sem,var. Finnbogi var eftir og Hrafn hinn litli hjá honum. Gerðu þeir hlassið.,1312.5,búinn,(finnboga),NA,NA,None,0,
14,NULL,PST,PST,Prepared,"pjót, góða gripi. Finnbogi þakkaði þeim vel. Og er menn voru",gekk Bergur hinn rakki að Kol og slær exarhamarshögg í höfuðið og féll hann,1312.5,búnir,(finnboga),NA,NA,None,0,
14,NULL,PST,PST,Prepared,bar út í skútuna svo sem hún mátti við taka. Síðan þeir voru,reru þeir brott og halda sama logni þar til er þeir koma heim á Eyri. Gengu,1312.5,búnir,(finnboga),NA,NA,None,0,
14,NULL,PST,PST,Prepared,og alla hina bestu gripi þá er hún átti til. Og er þau voru,fylgir Ingibjörg þeim til skips. Tók Finnbogi Ragnhildi í fang sér og bar ha,1312.5,búin,(finnboga),NA,NA,Sub_Before,1,
14,NULL,PST,PST,Prepared,n. En eftir jól bjóst Finnbogi til heimferðar og er þau voru,"gekk jarl til strandar með þeim. Þá mælti Finnbogi: ""Nú er svo með vexti her",1312.5,búin,(finnboga),NA,NA,Sub_Before,1,
14,NULL,PST,PST,Prepared,dir drepa. Hann kveðst eigi þá dul sér ætla. Síðan Hrafn var,lét hann ganga eftir förunautum sínum. Finnbogi dvelst eftir og strýkur hro,1312.5,búinn,(finnboga),NA,NA,Sub_Before,1,
14,NULL,PST,PST,Prepared,i. Gerðist hann stýrimaður að hálfu skipinu. Þá er þeir voru,fluttu þeir Ásbjörn og Þorgeir til skips það er Finnbogi átti. Hann hefir e,1312.5,búnir,(finnboga),NA,NA,Sub_Before,1,
14,NULL,NA,NA,svo búið,þeim og una þeir stórum illa við sinn hlut og skilja við svo,. Ríður nú hver heim til sinna heimkynna af þinginu. Ragnhildur hafði fætt ba,1312.5,búið,(finnboga),NA,NA,None,0,
14,NULL,NA,NA,Live,tið um byggð hans. Líða nú stundir þar til er Finnbogi hefir,að Borg svo lengi að son hans var annar fimm vetra en annar þrevetur. Voru þ,1312.5,búið,(finnboga),NA,NA,None,0,
