label,textid,genre,year,century,lexicaldiversity,subgenre,treeid,tense,prog,fara,taka,,FOCAL,text,Notes
IP-SUB,biskupasogur,nar,1725,18,0.26,rel,46375,BEDI,,,,,,Anno 1649-1649 kom snemma um vorið hingað í Seyluna danskt skip með kongs Friederiks 3. bréfi sem á fyrirfarandi ári varð kongur í stað síns föður þess háloflega kongs Christians 4. sem og með bréf höfuðsmannsins yfir Íslandi Henrichs Bjelkes þess innihalds að allir landsins innbyggjendur skyldu á næstkomandi alþingi sverja konginum trúskapseið og voru sérdeilis þangað skikkaðir að koma báðir biskuparnir allir prófastar 12 prestar úr Skálholtsstifti og 6 prestar úr Hólastifti lögmennirnir báðir sýslumenn allir 2 lögréttumenn og 2 lögskilabændur úr hverri sýslu og einn úr Vestmannaeyjum,
IP-MAT,biskupasogur,nar,1725,18,0.26,rel,46582,BEDI,,,,,,því var öllum skikkað að koma suður til Bessastaða á þann 26. Julii,
IP-SUB,biskupasogur,nar,1725,18,0.26,rel,46594,BEPS,,,,,,en telja á stór vandkvæði landsins stóru fáttækt og upp á fallin harðindi með öðru fleira því sjái þeir til engin meðul því varla finnist hér í öllu landinu 10 eða 12 persónur hverra eign og formegun kunni að ná til 5000-5000 eður 6000-6000 dala af hverra ágóða allt sé að taka til forsorgunnar kostnaðar og útgifta svo þó þeir gangi sér hið næsta samt kunni tillagið lítið hlaupa yfir 1000-1000 ríxdali,
IP-SUB,klim,nar,1745,18,0.26,fic,46762,BEDI,1,,,,1,En þá ég var að bera mig að því gaf þetta tré hljóð af sér sem að sönnu var lágt en þó gegnumþrengjandi líkt sem raust reiðrar konu,
IP-MAT,klim,nar,1745,18,0.26,fic,46767,BEPI,,,,,,Og er ekki af að segia hvað fyrir fugl og trufl allt þetta orsakaði í mínu geði og hversu ég varð frá mér numinn við þetta kukl,
IP-MAT,klim,nar,1745,18,0.26,fic,46786,BEDI,,,,,,Þar voru ei alleina forkostulegar byggingar að sjá,
IP-SUB,klim,nar,1745,18,0.26,fic,46852,BEDI,,,,,,Þá hún var þannin búin að útrétta sitt erindi og hafði skoðað blóðið þegjandi og forundrandi gekk hún aftur sinn veg í burt,
IP-SUB,klim,nar,1745,18,0.26,fic,46854,BEDI,,,,,,En eftir það ég var búinn að læra undirjarðarmálið og allt var búið að segja mér þá snerist allt mitt forakt í forundran,
IP-SUB,klim,nar,1745,18,0.26,fic,46854,BEDI,,,,,,En eftir það ég var búinn að læra undirjarðarmálið og allt var búið að segja mér þá snerist allt mitt forakt í forundran,
IP-SUB,klim,nar,1745,18,0.26,fic,46882,BEPS,,,,,,Þá furstinn hefur fengið þessa uppteiknan þá skipar hann altíð að skrifa nöfn kandídatanna í eina sérdeilis bók til þess að hann eigi gleymi heldur altíð líkt sem fyrir augum hafi þá sem verðugir séu að setjast á þá liðugu tignarstóla,
IP-MAT,klim,nar,1745,18,0.26,fic,46899,BEDS,,,,,,og væri vant að senda hann sem annan útlaga til firmamentisins þar eð öllum er viðtaka veitt án greinarmunar,
IP-SUB,klim,nar,1745,18,0.26,fic,46902,BEDI,,,,,,Allt þetta reyndi ég og aðgætti hið grandvarlegasta eftir það ég var búinn að nema undirheimamálið,
IP-SUB,klim,nar,1745,18,0.26,fic,46904,BEDI,,,,,,Og þó mér í fyrstunni virtust tré þessi yfrið heimsk og dárleg samt merkti ég þó brátt að hjá þeim var að finna nokkurn mannúðleika og þess vegna þyrfti ég ekkert hræddur að vera um líf mitt,
IP-SUB,klim,nar,1745,18,0.26,fic,46913,BEDI,,,,,,Eftir það ég var búinn að afleggja barnaskóna sem svo er kallað eður var orðinn fullnuma í undirheimamálinu kom ný skipan frá konungsgarðinum að mér skyldi meir kenna og inntaka mig í staðarins seminarium eður háskóla til ýmislegra kúnsta og embætta svo að þarverandi Karatti gætu rannsakað mínar sinnisgáfur og úrskurðað til hvers ég mundi best hæfur vera,
IP-SUB,klim,nar,1745,18,0.26,fic,46929,BEPI,,,,,,og lét allan rangan misþanka til mín fara þegar hún vissi þá réttu orsök var fyrir ég var dreginn undir dóm og það mig hafði prettað líking eikarinnar upp á hverjar vér erum vanir að klifrast á vorri jörðu,
IP-SUB,klim,nar,1745,18,0.26,fic,46977,BEDS,,,,,,Ég ansaði að þær væri yfir höfuð að segja stofnaðar um sérdeilis lærdómsríka athugaverða og nýstárlega hluti en sér í lagi þá sem höndluðu um dyggðir tungumál klæðaburð hjá þeim tveimur elstu þjóðum sem í norðurálfunni hefðu mest blómgast og því<dash/>um<dash/>líkt annað,
IP-SUB,klim,nar,1745,18,0.26,fic,46986,BEDI,,,,,,Já ein ráðsherra frú sem annars var vön að hlæja að hverjum hégómanum hló svo yfirmáta mikið að þessu þá hún það heyrði að öllum þörmum í hennar búk lá við spreng,
IP-MAT,klim,nar,1745,18,0.26,fic,46995,BEPI,,,,,,og er það þeirra verk að athuga hvert mælskumaðurinn hrósar allt of mikið þeim andvana eður þvert á móti niðrar honum of mikið,
IP-SUB,klim,nar,1745,18,0.26,fic,47035,BEDI,,,,,,Þá ég var búinn að lesa hann í gegnum gat ég alls engu orkað fyrir reiði og efasemd,
IP-SUB,klim,nar,1745,18,0.26,fic,47052,BEDS,,,,,,Ég skyldi nú athuga hversu öfundin væri vön að steypa þeim af stóli sem lukkan hefði upphafið á þann hæsta tignarinnar tind því öll tign væri hégómleg og forgengileg Því þess hærra sem maður klifraðist þess dýpra dytti hann niður og því meiri auðæfum og ríkdómi sem safnað væri því sárara tæki mann þeirra töpun á eftir einkum ef það skeði skjótt og voveiflega,
IP-SUB,klim,nar,1745,18,0.26,fic,47065,BEPI,,,,,,en fyrir því hann orkaði ei að ganga sökum elliburða þá reið hann uxa Því hér er ei venja að ferðast á vagni,
IP-SUB,klim,nar,1745,18,0.26,fic,47079,BEDS,,,,,,Meðan reisan varaði sá ég að innbyggjendur þessa átthaga voru svo ákafir í sinni vinnu að enginn hætti við hana eður leit út af sökum þeirra er fram hjá gengu þó það væri þar nokkuð óvenjulegt að sjá einn mann,
IP-SUB,klim,nar,1745,18,0.26,fic,47109,BEDS,,,,,,Vegvísarinn vor eður Karattinn sem hingað hafði fært oss bauð að vér skyldum dvelja hér um kyrrt inn til þess hann væri búinn að láta furstann vita að vér komnir værum,
IP-MAT,klim,nar,1745,18,0.26,fic,47182,BEDI,,,,,,en svo lengi var hann að skilja hvern einn hlut að hann bað sér um hálfs mánaðar frest í það minnsta til að gjöra þann lítilvægasta úrskurð,
IP-SUB,klim,nar,1745,18,0.26,fic,47184,BEDI,,,,,,en þá hann var búinn sem grandvarlegast að yfirvega það sem honum hafði einu sinni skilist og úrskurðaði ekkert fyrr en hann hafði sem fyllilegast yfirvegað það þá mátti með öllum rétti um hann segja að hann hefði meira sýslað en tíu aðrir sem útrétta sín verkefni fljótt og hratt og almennt plaga að kallast þeir miklu andar,
IP-SUB,klim,nar,1745,18,0.26,fic,47201,BEDI,,,,,,og þá hann var búinn að lesa hann sá hann mig til fótanna,
IP-SUB,klim,nar,1745,18,0.26,fic,47221,BEDI,,,,,,Þá nú búið var að tilkynna mér allt þetta var kallað á einhvern kiva eður sekretera sem mig skyldi teikna ásamt öðrum nýkomnum candidatis í þá bók sem í voru rituð nöfn þeirra sem verðugir voru að setjast til embætta,
IP-SUB,klim,nar,1745,18,0.26,fic,47233,BEDI,,,,,,og þó ég væri gjörsamlega þreyttur gat ég þó ei sofið mest alla þá nótt því ég gat ei slitið úr mínum þanka það hið ósæmilega embætti sem mér var búið að veita,
IP-MAT,klim,nar,1745,18,0.26,fic,47274,BEDI,,,,,,En þenna kátlega vitnisburð var svo að skilja,
IP-MAT,klim,nar,1745,18,0.26,fic,47275,BEPI,,,,,,Meðal þeirra dyggða sem mest prýða hvern skólakennanda er helst að telja þolinmæðina því sé hann ei gæddur með stálhörðu þollyndi þá útréttir hann alllítið með öllum sínum lærdómi í sínu skólaembætti sem forstandast á fyrir utan of mikla freku heift harðúð og stríðlyndi að það ei upperti geðsmuni lærisveinanna með óvægri barsmíði,
IP-SUB,klim,nar,1745,18,0.26,fic,47414,BEPI,,,,,,Er það svo þeirra meining að það er ei einasta óþarft heldur og mjög skaðlegt að þvinga þá lötu í guðsþjónustunni til að vera frómir og góðir,
IP-SUB,klim,nar,1745,18,0.26,fic,47471,BEDI,,,,,,og lét leggja sér band um hálsinn á meðan var verið að ráðslaga um þetta,
IP-MAT,klim,nar,1745,18,0.26,fic,47508,BEPI,,,,,,Þar fyrir er nú ei fremur að finna nokkra röð á virðingarsætum né titlum í því heila furstadæmi,
IP-MAT,klim,nar,1745,18,0.26,fic,47537,BEPI,,,,,,Þó er hér þess að gæta að ei orkar getnaður margra barna alleina að nokkur fái þann tignartitil að heita mikill heldur heyrir þar til að börnin séu uppalinn ærlega og heiðarlega,
IP-SUB,klim,nar,1745,18,0.26,fic,47549,BEPI,,,,,,En það er sér í lagi athuga vert að engum manni er lofað að búa í nokkurri borg eður þorpi ef hann getur ei framvísað vitnisburð um góða hegðan sína frá þeim stað sem hann hefur áður þangað til í lifað oc setur borgun að hann ætli einnin að lifa hér framvegis ærlega og dándimannlega,
IP-SUB,klim,nar,1745,18,0.26,fic,47550,BEPI,,,,,,Enginn má undir lífsstraff voga að gjöra útleggingar yfir það lögmál sem einu sinni er opinberlega búið að staðfesta svo sjálfræðinu eru meiri skorður settar í veraldlegum efnum en í þeim andlegu,
IP-SUB,klim,nar,1745,18,0.26,fic,47584,BEPI,,,,,,heldur á maður að láta sinn úrskurð bíða þangað til að maður er fyrst búinn að gegnumskoða og rannsaka hlutinn rétt innvirðulega,
IP-MAT,klim,nar,1745,18,0.26,fic,47612,BEPS,,,,,,11. Engum sé liðið að ganga fram í iðjuleysi því letingjar eru föðurlandinu til þyngsla,
IP-MAT,fimmbraedra,nar,1790,18,0.22,sag,47828,BEPI,,,,,,Nú er að segja af Desilíusi,
IP-SUB,fimmbraedra,nar,1790,18,0.22,sag,48421,BEDI,,,,,,Gyðingar sóttu og mikið eftir að plægja þá í öllum kaupum og sölum svo þá þeir voru búnir að dvelja þar hálft annað ár var uppgenginn mesti partur þeirra fjármuna því kennsla þeirra og forsorgun varð þeim mjög dýr svo jarlsson tók nú að iðrast eftir að hann hafði gefið sig á þeirra vald því hann þóttist sjá að nær þeir væru félausir orðnir mundu gyðingar selja þá í þrældóm því þó þeir tækju þeirra trú mundu þeir aldrei taka þá í þeirra kynkvíslatölu og yrðu þeir því að vera sem útlendingar meðal þeirra alla ævi,
IP-SUB,fimmbraedra,nar,1790,18,0.22,sag,48640,BEDS,,,,,,Innti hann honum síðan allt samtal þeirra bræðra og þar með skipun föður síns og að hver þeirra bræðra væru nú að reyna hversu lukkudrjúg honum yrðu þau trúarbrögð sem hann hafði sér útvalið,
IP-SUB,fimmbraedra,nar,1790,18,0.22,sag,48654,BEDI,1,,,,1,Kom hann þá þar að er tólf menn voru að byggja einn stólpa af múr og marmara,
IP-SUB,jonsteingrims,bio,1791,18,0.24,aut,49443,BEDI,,,,,,og lá við um heyið sjálft er búið var að hirða,
IP-SUB,jonsteingrims,bio,1791,18,0.24,aut,49609,BEDI,,,,,,Sváfum við ei mikið um nóttina síst fylgjari minn sem allt var úr að telja að fara lengra,
IP-SUB,jonsteingrims,bio,1791,18,0.24,aut,49676,BEDI,,,,,,og settum þá á þann besta haga og afdrep sem þar var að fá,
IP-SUB,jonsteingrims,bio,1791,18,0.24,aut,49677,BEDI,,,,,,Blanda og öll vatnsföll er yfir höfðum farið urðu svo ófær og uppstífluð að nú var enginn vegur aftur að snúa,
IP-SUB,jonsteingrims,bio,1791,18,0.24,aut,49775,BEPS,,,,,,Sést nú að ei veit þar fyrir hvörjum gjört er og að illt verk sé að úthýsa þurfandi ferðamanni,
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50029,BEDI,1,,,,0,og voru því að spá fyrir mér eg hætti ei fyrr en dræpi mig í sjónum,"Var hann bæði upp á veður, brim og lendingar einn sá skýrasti og
vareygðarsamasti maður sem þá var til. Eg fékk mér og góðan bitamann, sem
Sveinn hét, og þar með reri eg margan róður og ýtti margan sjó sem engir þar,
ýmist að dugnaðarleysi og hræðslu, þorðu ei og voru því að spá fyrir mér eg
hætti ei fyr en dræpi mig í sjónum. "
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50041,BEDI,,,,,,En allan þann kostnað var eg búinn að uppvinna og betur til á 4 árum þar eftir,
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50120,BEDI,,,,,,Var síra Daði skikkaður að dæma í því máli er svo féll út að klerkur var dæmdur frá kalli og kjól,
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50137,BEDI,1,,,,1,Sýslumaður Lýður var þar og að halda einslags þing,
IP-SUB,jonsteingrims,bio,1791,18,0.24,aut,50187,BEDI,,,,,,og hefðum ei svo fljótt rammað á hann ef ei hefðum séð hvar lærin voru að sprikla í hvítu skinnbuxunum,
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50194,BEDI,1,,,,1,og var að krassa sandinn út því hann var að deila við sýslumann áður,
IP-SUB,jonsteingrims,bio,1791,18,0.24,aut,50194,BEDI,,,,,,og var að krassa sandinn út því hann var að deila við sýslumann áður,
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50219,BEDI,,,,,,Var þó búinn svo að forbetra og byggja jörðina Hellur að ei ætlaði þaðan auðveldlega að fara,
IP-SUB,jonsteingrims,bio,1791,18,0.24,aut,50434,BEPS,1,,,,1,og segir mér nú hvorsu menn hafi hneykslast á mér og séu að taka ráð sín saman,
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50479,BEDI,1,,,,1,Eitt sinn var eg einsamall að húsvitja,
IP-SUB,jonsteingrims,bio,1791,18,0.24,aut,50480,BEDI,1,,,,1,Voru þar bændur tveir sem voru að deila í heygarði sem þeir áttu saman,
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50656,BEDI,,,,,,Mr. Jón MS:Schevng Scheving bróðir hans var þá og búinn að gefa sig í soldátastétt svo hér bættist eitt á annað,
IP-SUB,jonsteingrims,bio,1791,18,0.24,aut,50664,BEDI,,,,,,Eitt áþreifanlegt dæmi hvorsu guði var umhugað að blessa mig af sjónum var þetta,
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50671,BEPI,,,,,,Er það ei að orðlengja að guð gaf oss þar af enum besta fiski og flyðri 60-60 fiska hlut á þessum tveimur dögum,"Árið eftir gjörði hann inn lystireisu að yfirskini en var þó raunar að fá sér peninga  ""The following year, he made a pleasure trip under the pretense, but in reality, he was going to get money.”"
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50710,BEDI,1,,,,0,en var þó raunar að fá sér peninga,
IP-MAT,jonsteingrims,bio,1791,18,0.24,aut,50730,BEDI,1,,,,1,Eg var þá að taka ofan Reynirskirkju,
IP-MAT,hellismenn,nar,1830,19,0.23,sag,50960,BEPI,,,,,,En á Karlastöðum er það að segja að konur fundu bónda veginn,
IP-MAT,hellismenn,nar,1830,19,0.23,sag,51280,BEDI,,,,,,og var það af ráðið að biðja sér liðs til þingreiðar,
IP-SUB,hellismenn,nar,1830,19,0.23,sag,51512,BEDS,,,,,,og það sagði Finnvarður skipverjum sínum að feigur myndi Þórarinn og væri eigi hægt örlögum að bella,
IP-MAT,hellismenn,nar,1830,19,0.23,sag,51515,BEPI,,,,,,En það er frá Þórarni að segja að hann ríður við þriðja mann frá skipi Eyvind skósvein sinn og Rauð Austmann er til fylgdar hafði ráðist með Þórarni víkverskur maður,
IP-SUB,hellismenn,nar,1830,19,0.23,sag,51520,BEDI,,,,,,En nú víkur sögunni til Hellismanna að það var ráð þeirra Smiðkelssona og Bölverks að leita sér vináttu og trausts norður til héraða,
IP-MAT,hellismenn,nar,1830,19,0.23,sag,51847,BEPI,,,,,,En það er frá Teiti að segja að hann komst út um laundyr nokkurar,
IP-MAT,hellismenn,nar,1830,19,0.23,sag,51900,BEPI,,,,,,En það er frá þeim Borgfirðingum að segja að þeir riðu allir höfðingjarnir Sturla Torfi og Illugi með allan flokkinn á Fitjarnar og höfðu þar fyrirsát í lág nokkurri er síðan er kölluð Vopnalág,
IP-MAT,hellismenn,nar,1830,19,0.23,sag,52022,BEPI,,,,,,En það er frá Þormóði strendli að segja þá hann flýði af Hellisfitjum að hann hljóp ofan í Borgarfjörð,
IP-SUB,jonasedli,sci,1835,19,0.42,nat,52151,BEPI,,,,,,og fylgir á því föstum og órjúfandi lögum sem mannlegri skynsemi hefur auðnast að þýða svo hægt er að tilgreina afstöðu hennar frá sólinni og öðrum himintunglum með stund og stað á hvurri ókominni öld á meðan fyrirkomulag sólkerfis vors haggast ekki af nýjum og stórkostlegum viðburðum,
IP-MAT,jonasedli,sci,1835,19,0.42,nat,52166,BEPI,,,,,,Að vísu er það ekki alltént svo hægt að færa inar fornu sagnir úr skáldahjúpnum til að sjá hvaða hugmynd um skapnað og eðli hlutanna hafi hvarflað þeim fyrir sjónum í hvurt skipti,
IP-MAT,jonasedli,sci,1835,19,0.42,nat,52226,BEPI,,,,,,Enn þá er eftir að fylla hafið og jörðina og loftið af innbúum svo heimurinn sé algjör,
IP-SUB,jonasedli,sci,1835,19,0.42,nat,52286,BEDS,,,,,,og verður það samt styttra en skyldi einkum vegna þess að það er margt hér að lútandi sem ekki verður frá skýrt nema lesendunum væri kunnug heimspeki og helstu greinir úr efnafræðinni Kemi sem það væri ósanngjarnt að ætlast til alþýða hefði numið,
IP-SUB,jonasedli,sci,1835,19,0.42,nat,52288,BEPS,,,,,,Áður en lengra er farið verð ég samt að svara einni mótsögn sem ég er hræddur um mörgum skynsömum manni muni detta í hug að gjöra mér því ég býst við menn segi það sé ekki varlegt að tala um hvað jörðin sé furðulega gömul,
IP-SUB,piltur,nar,1850,19,0.22,fic,52332,BEPI,,,,,,sá sem stendur um morgunstund við dalbotninn í björtu sumarveðri við upprás sólar þegar skuggamyndirnar eru að þokast undan sólarbirtunni og lítur yfir dalinn endilangan mun ekki geta bundist þeirra orða,
IP-MAT,piltur,nar,1850,19,0.22,fic,52380,BEDI,,1,,,,og var farið að slá að kerlingu þegar komið var út til hennar,
IP-SUB,piltur,nar,1850,19,0.22,fic,52381,BEDS,,,,,,sagði Bjarni hreppstjóri að best væri að velgja dálítinn mjólksopa ofan í hana áður en farið væri með hana aftur,
IP-MAT,piltur,nar,1850,19,0.22,fic,52444,BEPI,,,,,,Það er nú þessu næst að segja að þetta sumar var það ætlunarverk Indriða á Hóli að hann skyldi smala á morgnana en sitja hjá á daginn,
IP-MAT,piltur,nar,1850,19,0.22,fic,52487,BEDI,,,,,,--- Guðrún vinnukona var látin fara með henni til þess að sýna henni hvar hún ætti að halda fénu til haga,
IP-SUB,piltur,nar,1850,19,0.22,fic,52534,BEDI,,,,,,eða hafði ekki ráðrúm til að vinna á hana því hún var nú að hugsa um það sem hana hafði dreymt,
IP-MAT,piltur,nar,1850,19,0.22,fic,52566,BEDI,,,,,,og var Sigríði orðið svo kært að sitja hjá að hún nær því kunni hvergi við sig annars staðar en á dalnum,
IP-MAT,piltur,nar,1850,19,0.22,fic,52580,BEDI,,,,,,og sumarið eftir var Sigríður ekki látin sitja hjá,
IP-MAT,piltur,nar,1850,19,0.22,fic,52611,BEDI,,1,,,,og voru farnir að tala um að leita hans,
IP-SUB,piltur,nar,1850,19,0.22,fic,52655,BEDI,,,,,,og tóku til þess hvern pilt sem farinn var að stálpast,
IP-MAT,piltur,nar,1850,19,0.22,fic,52739,BEDI,,,,,,og kæmi einhvern tíma nokkur ágreiningur milli manna um mörk var hann látinn skera úr þrætunni því menn vissu að Ásbirni bar saman við markabækurnar,
IP-SUB,piltur,nar,1850,19,0.22,fic,52787,BEDI,,,,,,Rétt í þessu kom Sigríður litla frá Tungu hlaupandi þar að sem þeir voru að þrefa um tvævetluna,
IP-SUB,piltur,nar,1850,19,0.22,fic,52880,BEDI,,,,,,Eftir að búið var að kveikja og borða minntist Sigríður á hvort ekki ætti að fara að spila,
IP-MAT,piltur,nar,1850,19,0.22,fic,52891,BEPI,,,1,,,Er þá tekið til að spila,
IP-MAT,piltur,nar,1850,19,0.22,fic,52923,BEDI,,1,,,,enda var þá farið að líða á vökuna,
IP-MAT,piltur,nar,1850,19,0.22,fic,53115,BEDI,,,,,,Vinátta sú og ylur sem verið hafði með þeim á meðan þau voru börn var nú búinn að taka aðra stefnu í hjörtum þeirra og snúinn í heita og einlæga ást er þau báru hvort til annars,
IP-MAT,piltur,nar,1850,19,0.22,fic,53176,BEPI,,,,,,eru þær Sigríður og Grána þá búnar að færa leikinn út í mitt túnið,
IP-MAT,piltur,nar,1850,19,0.22,fic,53181,BEDI,,1,,,,og voru menn farnir að búast til kirkjugöngu,
IP-SUB,piltur,nar,1850,19,0.22,fic,53263,BEDI,1,,,,1,Í þessu varð Gróu litið til Ingibjargar þar sem hún var að laga faldinn á höfðinu á prestsdóttur,
IP-MAT,piltur,nar,1850,19,0.22,fic,53391,BEDI,,,,,,en öðru máli var að gegna um skökuna því henni varð hún að skila manni sínum afdráttarlaust í hvert sinn sem hún strokkaði,
IP-SUB,piltur,nar,1850,19,0.22,fic,53452,BEDI,,,,,,Það var einhvern dag næsta sumar eftir það að Indriði beiddi Sigríðar í Tungu eins og áður er um getið að Bárður karl var eitthvað að bauka sér út í skemmulofti og hafði lokið upp smjörkistunni miklu og sat nú réttum beinum á loftinu og raðaði kringum sig smjörbelgjum,
IP-SUB,piltur,nar,1850,19,0.22,fic,53453,BEDS,,1,,,,Honum sýndist að umbúðirnar á einum bögglinum væri farnar að bresta,
IP-SUB,piltur,nar,1850,19,0.22,fic,53456,BEDI,1,,,,1,og raulaði eitthvað fyrir munni sér eins og hann jafnan var vanur þegar hann var að fara með smjör eða peninga,
IP-SUB,piltur,nar,1850,19,0.22,fic,53496,BEDS,,,,,,Ég vildi helst að þú værir búinn að taka við því öllu saman og ég mætti hírast hérna í kofunum hafa skemmugreyið mitt út af fyrir mig nokkrar kindur í heyjum og afgjaldið af þessum fáu jarðaskikum,
IP-SUB,piltur,nar,1850,19,0.22,fic,53554,BEPI,,,,,,og fjögur ríxort fóru til prestsins því ekki er að bjóða þeim körlum annað en smjör ull og peninga,
IP-SUB,piltur,nar,1850,19,0.22,fic,53580,BEDI,1,,,,1,en svo óheppilega hafði til tekist einhvern tíma í kaupstaðarferð þegar Guðmundur var að láta upp bagga að nokkrar tölurnar höfðu hrunið af öðrum barminum,
IP-SUB,piltur,nar,1850,19,0.22,fic,53662,BEDI,,,,,,Um það leyti sem Guðmundur var búinn að drekka kaffið víkur Ingveldur talinu til Bárðar,
IP-MAT,hugvekjur,rel,1859,19,0.2,ser,53761,BEDI,,,,,,Jesús var nú búinn að skipa hið heilaga kvöldmáltíðar<dash/>sakrament og búinn að kveðja lærisveina sína með þeirri guðdómlegu skilnaðarræðu sem lesa má hjá Jóhannesi guðspjallamanni í 15.<dash/>17. kapít.,
IP-SUB,hugvekjur,rel,1859,19,0.2,ser,53980,BEDI,1,,,,1,Jafnsnart sem Jesús var enn að tala um þetta sjá,
IP-MAT,hugvekjur,rel,1859,19,0.2,ser,53995,BEDI,,,,,,hann var nú búinn að vekja lærisveina sína með þessum orðum,
IP-MAT,hugvekjur,rel,1859,19,0.2,ser,54114,BEDI,,,,,,Það var vissulega mikið fljótræði af Pétri að ætla sér að beita vopnum til að verja lausnara sinn,
IP-SUB,hugvekjur,rel,1859,19,0.2,ser,54182,BEPI,,,,,,En þegar hann er búinn að reka Jesú úr hjarta sínu þá brýst þar inn flokkur óhreinna anda og syndsamlegra girnda sem hrekja manninn á lastanna veg þangað til myrkranna vald hefir algjörlega fengið yfirráð yfir honum og hann verður syndarinnar þræll,
IP-SUB,hugvekjur,rel,1859,19,0.2,ser,54345,BEDI,,,,,,hann sá að nú var fyrir alvöru reynt til að ráða meistara hans af dögum,
IP-SUB,hugvekjur,rel,1859,19,0.2,ser,54353,BEDI,,,,,,Enn fremur var það oftraust á sjálfum sér sem kom Pétri til að fylgja Jesú eftir að búið var að handataka hann jafnvel þó Jesús væri nýbúinn að vara hann með þessum orðum,
IP-MAT,hugvekjur,rel,1859,19,0.2,ser,54361,BEPI,,,,,,og fyrr en þig varir ert þú búinn að draga dám af þínum óguðlegu sessunautum,
IP-SUB,hugvekjur,rel,1859,19,0.2,ser,54601,BEPS,,,,,,eins og það sé mögulegt að lifa ráðvandlega í kristilegum skilningi án sannrar og lifandi trúar,
IP-MAT,hugvekjur,rel,1859,19,0.2,ser,54639,BEDI,,,,,,En eins og við var að búast var ekki hjá þeim huggunar að leita,
IP-SUB,hugvekjur,rel,1859,19,0.2,ser,54639,BEDI,,,,,,En eins og við var að búast var ekki hjá þeim huggunar að leita,
IP-MAT,hugvekjur,rel,1859,19,0.2,ser,54662,BEPI,,,,,,Þó er þetta ekki svo að skilja að ágirndin sé sú einasta rót hins illa því aðrir lestir geta líka verið það,
IP-MAT,hugvekjur,rel,1859,19,0.2,ser,54722,BEPI,,,,,,hér er oss einungis ætlað að dvelja litla stund sem á að vera undirbúningur undir annað og eilíft líf,
IP-SUB,hugvekjur,rel,1859,19,0.2,ser,54771,BEPI,,,,,,Er það ekki að ásaka Krist fyrir afvegaleiðslu þegar þessir menn kalla hann lærimeistara sinn og Drottinn höfund og fullkomnara trúar sinnar ?,
IP-MAT,hugvekjur,rel,1859,19,0.2,ser,54804,BEPI,,,,,,Það er slægðarbragð af Gyðingum að ákæra Jesúm fyrir uppreist og að hann hefði viljað gjöra sjálfan sig að konungi Gyðinga,
IP-SUB,hugvekjur,rel,1859,19,0.2,ser,54805,BEDI,,,,,,Þessa ásökun gat Pílatus ekki leitt hjá sér því það var embættisskylda hans að vaka yfir því að keisaranum væri sýnd trú og hollusta,
IP-SUB,hugvekjur,rel,1859,19,0.2,ser,54817,BEPI,,,,,,Ó ! hversu hátignarfullt er það ekki að sjá Jesúm þennan sannleikans heilaga vott mitt í sinni djúpu niðurlægingu með himneskri rósemi og stillingu bera vitni um sinn eilífa og andlega konungdóm,
IP-SUB,hugvekjur,rel,1859,19,0.2,ser,54818,BEPI,,,,,,og hvílík huggun er það ekki fyrir oss kristna menn að vita að vér erum þegnar í Krists himneska ríki að vér stöndum undir hans guðlegu stjórn og verndan ef vér hlýðum hans röddu og megum þá eiga von á við endi þessara vorra hérvistardaga að fá inntöku í hans dýrðarríki á himnum,
IP-MAT,orrusta,nar,1861,19,0.25,fic,55109,BEDI,,,,,,En þá var Marmier búinn að lóga hrútnum fyrir löngu því að hann gaf Lamartine hrútinn í sumargjöf,
IP-SUB,orrusta,nar,1861,19,0.25,fic,55205,BEDI,,,,,,Napóleon hafði gefið henni alla þessa hringi á meðan hann var að ná henni,
IP-SUB,orrusta,nar,1861,19,0.25,fic,55451,BEPS,,,,,,og fer yður sem sumum þeim er alltaf lifa í fjárkláða og saltfiski svo að þegar þeim verður illt þá hugsa þeir að nú sé þeir búnir að fá fjárkláðann eður ef þeir tapa túmarki þá dettur þeim í hug að slíkt muni hafa áhrif á saltfiskinn,
IP-MAT,orrusta,nar,1861,19,0.25,fic,55460,BEPI,,,,,,og er of langt að telja hér allt það er menn héldu á með því að borðið var alsett öllum veraldarinnar gæðum og nóg var til að grípa,
IP-MAT,orrusta,nar,1861,19,0.25,fic,55714,BEDI,1,,,,1,og var keisarinn að taka litla skattinn,
IP-MAT,orrusta,nar,1861,19,0.25,fic,55879,BEPI,,,,,,en ég er búinn að drepa drauginn,
IP-MAT,orrusta,nar,1861,19,0.25,fic,55881,BEPI,1,,,,1,og ég er að blása það upp,
IP-SUB,orrusta,nar,1861,19,0.25,fic,55894,BEDI,,,,,,Gekk nú keisarinn um í hauginum á meðan dólgurinn var að brenna,
