label	subgenre	century	lexicaldiversity	genre	textid	treeid	text
IP-SUB	aut	18	0.24	bio	jonsteingrims	49609	Sváfum við ei mikið um nóttina síst fylgjari minn sem allt var úr að telja að fara lengra
IP-SUB	aut	18	0.24	bio	jonsteingrims	49676	og settum þá á þann besta haga og afdrep sem þar var að fá
IP-SUB	aut	18	0.24	bio	jonsteingrims	49677	Blanda og öll vatnsföll er yfir höfðum farið urðu svo ófær og uppstífluð að nú var enginn vegur aftur að snúa
IP-SUB	aut	18	0.24	bio	jonsteingrims	49775	Sést nú að ei veit þar fyrir hvörjum gjört er og að illt verk sé að úthýsa þurfandi ferðamanni
IP-MAT	aut	18	0.24	bio	jonsteingrims	50029	og voru því að spá fyrir mér eg hætti ei fyrr en dræpi mig í sjónum
IP-MAT	aut	18	0.24	bio	jonsteingrims	50041	En allan þann kostnað var eg búinn að uppvinna og betur til á 4 árum þar eftir
IP-MAT	aut	18	0.24	bio	jonsteingrims	50120	Var síra Daði skikkaður að dæma í því máli er svo féll út að klerkur var dæmdur frá kalli og kjól
IP-MAT	aut	18	0.24	bio	jonsteingrims	50137	Sýslumaður Lýður var þar og að halda einslags þing
IP-SUB	aut	18	0.24	bio	jonsteingrims	50187	og hefðum ei svo fljótt rammað á hann ef ei hefðum séð hvar lærin voru að sprikla í hvítu skinnbuxunum
IP-MAT	aut	18	0.24	bio	jonsteingrims	50194	og var að krassa sandinn út því hann var að deila við sýslumann áður
IP-SUB	aut	18	0.24	bio	jonsteingrims	50194	og var að krassa sandinn út því hann var að deila við sýslumann áður
IP-MAT	aut	18	0.24	bio	jonsteingrims	50219	Var þó búinn svo að forbetra og byggja jörðina Hellur að ei ætlaði þaðan auðveldlega að fara
IP-SUB	aut	18	0.24	bio	jonsteingrims	50434	og segir mér nú hvorsu menn hafi hneykslast á mér og séu að taka ráð sín saman
IP-MAT	aut	18	0.24	bio	jonsteingrims	50479	Eitt sinn var eg einsamall að húsvitja
IP-SUB	aut	18	0.24	bio	jonsteingrims	50480	Voru þar bændur tveir sem voru að deila í heygarði sem þeir áttu saman
IP-MAT	aut	18	0.24	bio	jonsteingrims	50656	Mr. Jón MS:Schevng Scheving bróðir hans var þá og búinn að gefa sig í soldátastétt svo hér bættist eitt á annað
IP-SUB	aut	18	0.24	bio	jonsteingrims	50664	Eitt áþreifanlegt dæmi hvorsu guði var umhugað að blessa mig af sjónum var þetta
IP-MAT	aut	18	0.24	bio	jonsteingrims	50671	Er það ei að orðlengja að guð gaf oss þar af enum besta fiski og flyðri 60-60 fiska hlut á þessum tveimur dögum
IP-MAT	aut	18	0.24	bio	jonsteingrims	50710	en var þó raunar að fá sér peninga
IP-MAT	aut	18	0.24	bio	jonsteingrims	50730	Eg var þá að taka ofan Reynirskirkju
IP-MAT	sag	19	0.23	nar	hellismenn	50960	En á Karlastöðum er það að segja að konur fundu bónda veginn
IP-MAT	sag	19	0.23	nar	hellismenn	51280	og var það af ráðið að biðja sér liðs til þingreiðar
IP-SUB	sag	19	0.23	nar	hellismenn	51512	og það sagði Finnvarður skipverjum sínum að feigur myndi Þórarinn og væri eigi hægt örlögum að bella
IP-MAT	sag	19	0.23	nar	hellismenn	51515	En það er frá Þórarni að segja að hann ríður við þriðja mann frá skipi Eyvind skósvein sinn og Rauð Austmann er til fylgdar hafði ráðist með Þórarni víkverskur maður
IP-SUB	sag	19	0.23	nar	hellismenn	51520	En nú víkur sögunni til Hellismanna að það var ráð þeirra Smiðkelssona og Bölverks að leita sér vináttu og trausts norður til héraða
IP-MAT	sag	19	0.23	nar	hellismenn	51847	En það er frá Teiti að segja að hann komst út um laundyr nokkurar
IP-MAT	sag	19	0.23	nar	hellismenn	51900	En það er frá þeim Borgfirðingum að segja að þeir riðu allir höfðingjarnir Sturla Torfi og Illugi með allan flokkinn á Fitjarnar og höfðu þar fyrirsát í lág nokkurri er síðan er kölluð Vopnalág
IP-MAT	sag	19	0.23	nar	hellismenn	52022	En það er frá Þormóði strendli að segja þá hann flýði af Hellisfitjum að hann hljóp ofan í Borgarfjörð
IP-SUB	nat	19	0.42	sci	jonasedli	52151	og fylgir á því föstum og órjúfandi lögum sem mannlegri skynsemi hefur auðnast að þýða svo hægt er að tilgreina afstöðu hennar frá sólinni og öðrum himintunglum með stund og stað á hvurri ókominni öld á meðan fyrirkomulag sólkerfis vors haggast ekki af nýjum og stórkostlegum viðburðum
IP-MAT	nat	19	0.42	sci	jonasedli	52166	Að vísu er það ekki alltént svo hægt að færa inar fornu sagnir úr skáldahjúpnum til að sjá hvaða hugmynd um skapnað og eðli hlutanna hafi hvarflað þeim fyrir sjónum í hvurt skipti
IP-MAT	nat	19	0.42	sci	jonasedli	52226	Enn þá er eftir að fylla hafið og jörðina og loftið af innbúum svo heimurinn sé algjör
IP-SUB	nat	19	0.42	sci	jonasedli	52286	og verður það samt styttra en skyldi einkum vegna þess að það er margt hér að lútandi sem ekki verður frá skýrt nema lesendunum væri kunnug heimspeki og helstu greinir úr efnafræðinni Kemi sem það væri ósanngjarnt að ætlast til alþýða hefði numið
IP-SUB	nat	19	0.42	sci	jonasedli	52288	Áður en lengra er farið verð ég samt að svara einni mótsögn sem ég er hræddur um mörgum skynsömum manni muni detta í hug að gjöra mér því ég býst við menn segi það sé ekki varlegt að tala um hvað jörðin sé furðulega gömul
IP-SUB	fic	19	0.22	nar	piltur	52332	sá sem stendur um morgunstund við dalbotninn í björtu sumarveðri við upprás sólar þegar skuggamyndirnar eru að þokast undan sólarbirtunni og lítur yfir dalinn endilangan mun ekki geta bundist þeirra orða
IP-MAT	fic	19	0.22	nar	piltur	52380	og var farið að slá að kerlingu þegar komið var út til hennar
IP-SUB	fic	19	0.22	nar	piltur	52381	sagði Bjarni hreppstjóri að best væri að velgja dálítinn mjólksopa ofan í hana áður en farið væri með hana aftur
IP-MAT	fic	19	0.22	nar	piltur	52444	Það er nú þessu næst að segja að þetta sumar var það ætlunarverk Indriða á Hóli að hann skyldi smala á morgnana en sitja hjá á daginn
IP-MAT	fic	19	0.22	nar	piltur	52487	--- Guðrún vinnukona var látin fara með henni til þess að sýna henni hvar hún ætti að halda fénu til haga
IP-SUB	fic	19	0.22	nar	piltur	52534	eða hafði ekki ráðrúm til að vinna á hana því hún var nú að hugsa um það sem hana hafði dreymt
IP-MAT	fic	19	0.22	nar	piltur	52566	og var Sigríði orðið svo kært að sitja hjá að hún nær því kunni hvergi við sig annars staðar en á dalnum
IP-MAT	fic	19	0.22	nar	piltur	52580	og sumarið eftir var Sigríður ekki látin sitja hjá
IP-MAT	fic	19	0.22	nar	piltur	52611	og voru farnir að tala um að leita hans
IP-SUB	fic	19	0.22	nar	piltur	52655	og tóku til þess hvern pilt sem farinn var að stálpast
IP-MAT	fic	19	0.22	nar	piltur	52739	og kæmi einhvern tíma nokkur ágreiningur milli manna um mörk var hann látinn skera úr þrætunni því menn vissu að Ásbirni bar saman við markabækurnar
IP-SUB	fic	19	0.22	nar	piltur	52787	Rétt í þessu kom Sigríður litla frá Tungu hlaupandi þar að sem þeir voru að þrefa um tvævetluna
IP-SUB	fic	19	0.22	nar	piltur	52880	Eftir að búið var að kveikja og borða minntist Sigríður á hvort ekki ætti að fara að spila
IP-MAT	fic	19	0.22	nar	piltur	52891	Er þá tekið til að spila
IP-MAT	fic	19	0.22	nar	piltur	52923	enda var þá farið að líða á vökuna
IP-MAT	fic	19	0.22	nar	piltur	53115	Vinátta sú og ylur sem verið hafði með þeim á meðan þau voru börn var nú búinn að taka aðra stefnu í hjörtum þeirra og snúinn í heita og einlæga ást er þau báru hvort til annars
IP-MAT	fic	19	0.22	nar	piltur	53176	eru þær Sigríður og Grána þá búnar að færa leikinn út í mitt túnið
IP-MAT	fic	19	0.22	nar	piltur	53181	og voru menn farnir að búast til kirkjugöngu
IP-SUB	fic	19	0.22	nar	piltur	53263	Í þessu varð Gróu litið til Ingibjargar þar sem hún var að laga faldinn á höfðinu á prestsdóttur
IP-MAT	fic	19	0.22	nar	piltur	53391	en öðru máli var að gegna um skökuna því henni varð hún að skila manni sínum afdráttarlaust í hvert sinn sem hún strokkaði
IP-SUB	fic	19	0.22	nar	piltur	53452	Það var einhvern dag næsta sumar eftir það að Indriði beiddi Sigríðar í Tungu eins og áður er um getið að Bárður karl var eitthvað að bauka sér út í skemmulofti og hafði lokið upp smjörkistunni miklu og sat nú réttum beinum á loftinu og raðaði kringum sig smjörbelgjum
IP-SUB	fic	19	0.22	nar	piltur	53453	Honum sýndist að umbúðirnar á einum bögglinum væri farnar að bresta
IP-SUB	fic	19	0.22	nar	piltur	53456	og raulaði eitthvað fyrir munni sér eins og hann jafnan var vanur þegar hann var að fara með smjör eða peninga
IP-SUB	fic	19	0.22	nar	piltur	53496	Ég vildi helst að þú værir búinn að taka við því öllu saman og ég mætti hírast hérna í kofunum hafa skemmugreyið mitt út af fyrir mig nokkrar kindur í heyjum og afgjaldið af þessum fáu jarðaskikum
IP-SUB	fic	19	0.22	nar	piltur	53554	og fjögur ríxort fóru til prestsins því ekki er að bjóða þeim körlum annað en smjör ull og peninga
IP-SUB	fic	19	0.22	nar	piltur	53580	en svo óheppilega hafði til tekist einhvern tíma í kaupstaðarferð þegar Guðmundur var að láta upp bagga að nokkrar tölurnar höfðu hrunið af öðrum barminum
IP-SUB	fic	19	0.22	nar	piltur	53662	Um það leyti sem Guðmundur var búinn að drekka kaffið víkur Ingveldur talinu til Bárðar
IP-MAT	ser	19	0.2	rel	hugvekjur	53761	Jesús var nú búinn að skipa hið heilaga kvöldmáltíðar<dash/>sakrament og búinn að kveðja lærisveina sína með þeirri guðdómlegu skilnaðarræðu sem lesa má hjá Jóhannesi guðspjallamanni í 15.<dash/>17. kapít.
IP-SUB	ser	19	0.2	rel	hugvekjur	53980	Jafnsnart sem Jesús var enn að tala um þetta sjá
IP-MAT	ser	19	0.2	rel	hugvekjur	53995	hann var nú búinn að vekja lærisveina sína með þessum orðum
IP-MAT	ser	19	0.2	rel	hugvekjur	54114	Það var vissulega mikið fljótræði af Pétri að ætla sér að beita vopnum til að verja lausnara sinn
IP-SUB	ser	19	0.2	rel	hugvekjur	54182	En þegar hann er búinn að reka Jesú úr hjarta sínu þá brýst þar inn flokkur óhreinna anda og syndsamlegra girnda sem hrekja manninn á lastanna veg þangað til myrkranna vald hefir algjörlega fengið yfirráð yfir honum og hann verður syndarinnar þræll
IP-SUB	ser	19	0.2	rel	hugvekjur	54345	hann sá að nú var fyrir alvöru reynt til að ráða meistara hans af dögum
IP-SUB	ser	19	0.2	rel	hugvekjur	54353	Enn fremur var það oftraust á sjálfum sér sem kom Pétri til að fylgja Jesú eftir að búið var að handataka hann jafnvel þó Jesús væri nýbúinn að vara hann með þessum orðum
IP-MAT	ser	19	0.2	rel	hugvekjur	54361	og fyrr en þig varir ert þú búinn að draga dám af þínum óguðlegu sessunautum
IP-SUB	ser	19	0.2	rel	hugvekjur	54601	eins og það sé mögulegt að lifa ráðvandlega í kristilegum skilningi án sannrar og lifandi trúar
IP-MAT	ser	19	0.2	rel	hugvekjur	54639	En eins og við var að búast var ekki hjá þeim huggunar að leita
IP-SUB	ser	19	0.2	rel	hugvekjur	54639	En eins og við var að búast var ekki hjá þeim huggunar að leita
IP-MAT	ser	19	0.2	rel	hugvekjur	54662	Þó er þetta ekki svo að skilja að ágirndin sé sú einasta rót hins illa því aðrir lestir geta líka verið það
IP-MAT	ser	19	0.2	rel	hugvekjur	54722	hér er oss einungis ætlað að dvelja litla stund sem á að vera undirbúningur undir annað og eilíft líf
IP-SUB	ser	19	0.2	rel	hugvekjur	54771	Er það ekki að ásaka Krist fyrir afvegaleiðslu þegar þessir menn kalla hann lærimeistara sinn og Drottinn höfund og fullkomnara trúar sinnar ?
IP-MAT	ser	19	0.2	rel	hugvekjur	54804	Það er slægðarbragð af Gyðingum að ákæra Jesúm fyrir uppreist og að hann hefði viljað gjöra sjálfan sig að konungi Gyðinga
IP-SUB	ser	19	0.2	rel	hugvekjur	54805	Þessa ásökun gat Pílatus ekki leitt hjá sér því það var embættisskylda hans að vaka yfir því að keisaranum væri sýnd trú og hollusta
IP-SUB	ser	19	0.2	rel	hugvekjur	54817	Ó ! hversu hátignarfullt er það ekki að sjá Jesúm þennan sannleikans heilaga vott mitt í sinni djúpu niðurlægingu með himneskri rósemi og stillingu bera vitni um sinn eilífa og andlega konungdóm
IP-SUB	ser	19	0.2	rel	hugvekjur	54818	og hvílík huggun er það ekki fyrir oss kristna menn að vita að vér erum þegnar í Krists himneska ríki að vér stöndum undir hans guðlegu stjórn og verndan ef vér hlýðum hans röddu og megum þá eiga von á við endi þessara vorra hérvistardaga að fá inntöku í hans dýrðarríki á himnum
IP-MAT	fic	19	0.25	nar	orrusta	55109	En þá var Marmier búinn að lóga hrútnum fyrir löngu því að hann gaf Lamartine hrútinn í sumargjöf
IP-SUB	fic	19	0.25	nar	orrusta	55205	Napóleon hafði gefið henni alla þessa hringi á meðan hann var að ná henni
IP-SUB	fic	19	0.25	nar	orrusta	55451	og fer yður sem sumum þeim er alltaf lifa í fjárkláða og saltfiski svo að þegar þeim verður illt þá hugsa þeir að nú sé þeir búnir að fá fjárkláðann eður ef þeir tapa túmarki þá dettur þeim í hug að slíkt muni hafa áhrif á saltfiskinn
IP-MAT	fic	19	0.25	nar	orrusta	55460	og er of langt að telja hér allt það er menn héldu á með því að borðið var alsett öllum veraldarinnar gæðum og nóg var til að grípa
IP-MAT	fic	19	0.25	nar	orrusta	55714	og var keisarinn að taka litla skattinn
IP-MAT	fic	19	0.25	nar	orrusta	55879	en ég er búinn að drepa drauginn
IP-MAT	fic	19	0.25	nar	orrusta	55881	og ég er að blása það upp
IP-SUB	fic	19	0.25	nar	orrusta	55894	Gekk nú keisarinn um í hauginum á meðan dólgurinn var að brenna
IP-MAT	fic	19	0.25	nar	orrusta	55924	Nú er að víkja sögunni aptur til Napóleons
IP-MAT	fic	19	0.25	nar	orrusta	56154	En það er af Djúnka að segja að hann bergði á Heiðrúnardropa eins mikið og Þór drakk af horninu hjá Útgarðaloka
IP-MAT	fic	19	0.25	nar	orrusta	56206	og var að lesa bænir yfir kúnni
IP-MAT	fic	19	0.25	nar	orrusta	56222	Nú er að segja frá Austurríkiskeisara að honum berast þau tíðindi að Napóleon er kominn í tengdir við Sardiníu<dash/>konung og að hann hefir fengið óvígan her enn að nýju frá Frakklandi
IP-MAT	fic	19	0.25	nar	orrusta	56274	En það er frá Tartaría að segja að konungur sá er þar réði lét skera upp herör um allt sitt ríki
IP-SUB	fic	19	0.25	nar	orrusta	56439	Stóð þar svo á að Gudda ráðskona var úti á túni að berja
IP-SUB	fic	19	0.25	nar	orrusta	56512	Létti Metternich eigi fyrr en hann var búinn að ná upp úr Hjörleifi hverju einasta beini
IP-MAT	fic	19	0.25	nar	orrusta	56538	En það er af Metternich að segja að hann vaknaði viður illan draum er stafurinn var horfinn
IP-SUB	fic	19	0.24	nar	torfhildur	56667	Það var því engin furða þó að almúginn sem sjaldan sá nýjungar girntist að líta skrúðgöngu innlendra og útlendra höfðingja með korða við hlið upp á gamla Lögberg girntist að heyra margar trumbur og útlend hljóðfæri sameina margbreyttar raddir sínar við söngva hinna rómsterku landsins sona sem nú voru farnir að lesa úr storknuðu rúnaletri hraungjánna orðið frelsi er þó að vísu hlaut að fela sig í djúpi hjartnanna því að landið var háð útlendu valdi sem ekkert frelsisorð vildi heyra
IP-SUB	fic	19	0.24	nar	torfhildur	56807	Hallgrímur leit niður á sig eins og hann væri að aðgæta hvort sauðsvarta duggarabands<dash/>peysan og gráu vaðmálsbuxurnar sómdu sér svo illa
IP-MAT	fic	19	0.24	nar	torfhildur	56901	en brosið var einlægt að fæðast og deyja á vörum Kristínar
IP-MAT	fic	19	0.24	nar	torfhildur	56927	Frá þeim Þórði presti og systur hans er það að segja að þau voru engan veginn svo ánægð með þessa heimsókn sem þau létu
IP-MAT	fic	19	0.24	nar	torfhildur	56933	Nú var ekki að búast við betra þareð Þorsteinn prestur var miklu magnaðri í galdrakukli og vonzku
IP-MAT	fic	19	0.24	nar	torfhildur	56936	og fyrst trúin væri hér annars vegar þá væri ekki að vita hverju hún orkaði
IP-MAT	fic	19	0.24	nar	torfhildur	56975	Að baka til var að sjá há fjöll og foss mikinn sem blasti fagurlega við
IP-MAT	fic	19	0.24	nar	torfhildur	57161	Úr því sem komið er hugsaði biskup er bezt að láta sem ekkert sé um að vera
IP-MAT	fic	19	0.24	nar	torfhildur	57499	Sólin var að hverfa bak við hnúkana
IP-SUB	fic	19	0.24	nar	torfhildur	57553	Þér er vissulega ekki trúandi fyrir kvenmanni afglapinn þinn sagði hann um leið og hann stökk af baki og fór að girða hjá Vilborgu því að söðullinn var farinn að hallast fram
IP-SUB	fic	19	0.24	nar	torfhildur	57559	Frá því að Daði kom í hópinn bolaði hann nær gjörsamlega Ólafi út því að jafnskjótt sem eitthvað var að reiðtygjum Vilborgar var Daði búinn að koma því í lag áður en Ólafur svo knár sem hann var var kominn af baki
IP-MAT	fic	19	0.24	nar	torfhildur	57622	Var oft búið að segja þeim að flytja inn
IP-MAT	fic	19	0.24	nar	torfhildur	57820	og var farinn að búast við heimsókn af Hinrik Bjelke höfuðsmanni sem ennþá einu sinni hafði farið norður kynnisför til Þorláks Hólabiskups
IP-SUB	fic	19	0.24	nar	torfhildur	57829	Sá er hann átti tal við var Jón sá er var að gifta sig er biskup hélt innreið sína í Skálholt
IP-MAT	fic	19	0.24	nar	torfhildur	57833	og þann hluta var nú biskup að fala
IP-MAT	fic	19	0.24	nar	torfhildur	57899	Það var nú unun hans að búa vel í haginn fyrir þessi börn sín
IP-MAT	fic	19	0.24	nar	torfhildur	57991	Nú er ég búinn að ná knettinum fjórum sinnum hvað eftir annað en þú aldrei sagði drengurinn við systur sína um leið og hann kastaði honum til hennar í fimmta skipti
IP-SUB	fic	19	0.24	nar	torfhildur	58031	Jafnvel þótt Brynjólfur biskup væri fastlyndur maður og lítt sveigjanlegur þegar því var að skipta komst hann þó við í hjarta sínu við bæn barnsins
IP-SUB	fic	19	0.24	nar	torfhildur	58064	og nam staðar frammi fyrir Daða sem alls enga hræðslu var að sjá á
IP-MAT	fic	19	0.24	nar	torfhildur	58394	Nú var slík trú farin að falla í fyrnsku
IP-MAT	fic	19	0.24	nar	torfhildur	58399	og því er ekki að búast við að snillingar fyrri tíma standi frammi fyrir samtíðar<dash/> og seinni tíma mönnum sem alfullkomnar verur
IP-MAT	fic	19	0.24	nar	torfhildur	58433	hjónaefnin voru látin setjast á hann og þau svo gefin saman
IP-SUB	fic	19	0.24	nar	torfhildur	58561	og kryddaði hana ekki allsjaldan með latínu eins og þá tíðkaðist þegar um vísindaleg málefni var að ræða
IP-SUB	fic	19	0.24	nar	torfhildur	58582	En þó að allar veizlur séu í raun og veru hver annarri líkar að því leyti sem tilgangurinn er að gleðja sig og aðra og að njóta sem bezt þeirra fáu augnablika sem veizlugleðin lætur í té þá skulum vér þó renna ímyndunaraugum vorum yfir þennan forna veizlusal sem nú er fyrir löngu hruninn niður í grunn þegar borð voru tekin burtu og hver var farinn að skemmta sér eftir eigin geðþótta
IP-SUB	fic	19	0.4	nar	voggur	58662	Og jafnlengi hafði hann raulað sömu vísuna með sama vísnalaginu fyrir munni sér þegar hann var búinn að pósta vatnið upp í föturnar sínar úr póstinum í Aðalstræti og var kominn á stað
IP-MAT	fic	19	0.4	nar	voggur	58668	Það er eigi gott að vita hvort vísan var gerð um Hans Vögg eða hún var gamall húsgangur
IP-MAT	fic	19	0.4	nar	voggur	58704	Það er sorgleg sjón að sjá útigangshestana í Reykjavík á veturna
IP-SUB	fic	19	0.4	nar	voggur	58765	Maddama Sigríður sagði að það væri ætíð leiðinlegt að byrja við slík tækifæri
IP-MAT	fic	19	0.27	nar	grimur	58801	hann var fyrir löngu hættur að telja daga sína og ár
IP-SUB	fic	19	0.27	nar	grimur	58813	Það var því engin furða þó sveitunum í kring væri alltaf að hnigna með velmegun
IP-SUB	fic	19	0.27	nar	grimur	58843	Best kunni hann við sig þegar hann var að vega vörur bænda ull tólg og þess konar
IP-MAT	fic	19	0.27	nar	grimur	58864	hann var svo að flækjast í Eyrarkaupstað nokkur ár
IP-MAT	fic	19	0.27	nar	grimur	58881	Þegar Grímur giftist henni var honum mikið farið að förla og enda farið að ganga af honum
IP-MAT	fic	19	0.27	nar	grimur	58912	hitt var látið standa ógert
IP-SUB	fic	19	0.27	nar	grimur	58955	og inni í stofunni sem Grímur gamli sat í á daginn þegar hann var ekki að rangla úti í búðinni ægði einhvernveginn saman ódaun af úldnu keti og morkinni skötu svo að þar inni var lítt verandi fyrir þá sem ekki voru slíku vanir
IP-SUB	fic	19	0.27	nar	grimur	58972	Embættisbústaður hans var á verslunarstaðnum Eyri svo það var ekki langt að vitja hans
IP-SUB	fic	19	0.27	nar	grimur	58986	hann var líka afllaus í munninum öðrumegin svo það var örðugt að skilja hann þó hann talaði ekki nema einstöku orð og hálfar setningar á stangli og með hvíldum
IP-SUB	fic	19	0.27	nar	grimur	58994	Og auðmýktin og hræðslan $n við Grím gamla sem horfði á hana byrstum augum og iðrunin eftir að hafa hitt á þennan lestrarkafla um helvíti lagðist svo þungt á hana að hún beygðist saman og varð eins og hrúga á stólnum fram við gluggann þar sem hún sat og var að prjóna sokk sem hún hafði gripið í fátinu sem á hana kom þegar Grímur skipaði henni að hætta að lesa
IP-SUB	fic	19	0.27	nar	grimur	59016	en í þetta sinn varð biðin svo löng að hún gat ekki ráðið við sig og var rétt að festa svefninn þegar Grímur sagði Marja Marja
IP-MAT	fic	19	0.27	nar	grimur	59035	en var alltaf að skrúfa upp í lampanum
IP-SUB	fic	19	0.27	nar	grimur	59125	horfði á lækninn dálitla stund einhverjum vandræða augum eins og hann væri að fálma eftir einhverri hugsun sem hann gæti ekki fundið og ætlaðist til að læknirinn hjálpaði sér
IP-SUB	fic	19	0.27	nar	grimur	59128	Það var eins og hann langaði til að lesa á þessu andliti sem ekkert gat dulið fremur heldur en barnið hvern einasta snefil af hugsun sem enn þá væri að villast þar inni á bak við þessi þoku<dash/>augu
IP-MAT	fic	19	0.27	nar	grimur	59192	Hann var farinn að læra undir skóla
IP-MAT	fic	19	0.27	nar	grimur	59193	og var að kúgast yfir latínsku grammatíkinni sem presturinn á Eyri hlýddi honum yfir annanhvorn dag
IP-SUB	fic	19	0.27	nar	grimur	59221	og talaði ekki við nokkurn mann nema hvað hann stundum tautaði í sífellu Minna minna þó ekkert væri verið að vega eða mæla
IP-MAT	fic	19	0.27	nar	grimur	59229	en stundum var hann að tauta við sjálfan sig nærri því í hálfum hljóðum Með rentum og renturentum rentum og renturentum
IP-MAT	fic	19	0.27	nar	grimur	59317	og var alltaf öðru hvoru að tauta við sjálfan sig
IP-MAT	fic	19	0.27	nar	grimur	59340	og var að taka þar til
IP-MAT	fic	19	0.27	nar	grimur	59373	Hún var lengi að opna skúffurnar
IP-MAT	fic	19	0.27	nar	grimur	59383	Hún var lengi að finna lykilinn að henni því riða var töluverð á höndunum
IP-MAT	fic	19	0.26	nar	vordraumur	59427	þar voru hvítleit ský að læðast fram og aftur í hægðum sínum eins og einhver vorkyrrð væri komin yfir þau
IP-MAT	fic	19	0.26	nar	vordraumur	59434	þeir voru að hugsa um litlar heybirgðir og margar skepnur
IP-SUB	fic	19	0.26	nar	vordraumur	59455	Á þetta féllust líka flestir nema Ingvar í Vík bróðir síra Þorvalds í Ási sem búinn var að sækja um Stað
IP-MAT	fic	19	0.26	nar	vordraumur	59460	Það er ekki gott að vita hvort það var þetta bænaskjal til biskups eða andlegt atgervi Bjarna sem olli því að hann varð einn af þremur sem söfnuðurinn í Staðarprestakalli fékk að kjósa um af þeim sjö umsækjendum sem um brauðið höfðu sótt
IP-MAT	fic	19	0.26	nar	vordraumur	59467	Fréttin um ánægju prófastsins var ekki lengi að berast út úr stofunni
IP-MAT	fic	19	0.26	nar	vordraumur	59475	og var að spjalla saman
IP-SUB	fic	19	0.26	nar	vordraumur	59477	Þegar hann var búinn að spyrja almæltra tíðinda úr höfuðstaðnum fór hann að ganga um gólf og tala um hvað veðráttan hefði lengst af verið köld um vorið og hvað lífshagur hér á landi væri kaldranalega eintrjáningslegur
IP-SUB	fic	19	0.26	nar	vordraumur	59481	Bjarni vildi ekki aðhyllast þá skoðun tengdaföður síns tilvonandi að það væri loftslaginu að kenna að menn hér á landi væru svona
IP-SUB	fic	19	0.26	nar	vordraumur	59482	hann sagði að þessi stirðleiki og framkvæmdardeyfð væri engu öðru að kenna en óánægjunni með allt og alla sem væri orðin eðli manna hér og væri komin af því að menntunin og menningin væri ekki búin að ryðja sér hér til rúms nema að hálfu leyti
IP-SUB	fic	19	0.26	nar	vordraumur	59482	hann sagði að þessi stirðleiki og framkvæmdardeyfð væri engu öðru að kenna en óánægjunni með allt og alla sem væri orðin eðli manna hér og væri komin af því að menntunin og menningin væri ekki búin að ryðja sér hér til rúms nema að hálfu leyti
IP-SUB	fic	19	0.26	nar	vordraumur	59538	og þegar hún var búin að syngja nokkur lög hætti hún að syngja
IP-MAT	fic	19	0.26	nar	vordraumur	59572	hann var að hugsa fram og aftur um það sem fyrir hann hafði borið um kvöldið
IP-SUB	fic	19	0.26	nar	vordraumur	59595	Þegar hún var búin að láta rennigluggatjaldið niður fór hún að afklæða sig
IP-MAT	fic	19	0.26	nar	vordraumur	59638	það væri ógnarhægt að tala um skyldurækt þegar aðrir væru búnir að búa manni lífshreiður svo maður þyrfti ekkert annað en að sitja þar eins og fugl á eggjum alla sína ævi og garga svo til vargsins fyrir utan sem annað hvort ætti ill hreiður eða engin Skyldurækt skyldurækt !
IP-SUB	fic	19	0.26	nar	vordraumur	59638	það væri ógnarhægt að tala um skyldurækt þegar aðrir væru búnir að búa manni lífshreiður svo maður þyrfti ekkert annað en að sitja þar eins og fugl á eggjum alla sína ævi og garga svo til vargsins fyrir utan sem annað hvort ætti ill hreiður eða engin Skyldurækt skyldurækt !
IP-SUB	fic	19	0.26	nar	vordraumur	59647	og einblíndi á Önnu meðan hún var að tala
IP-MAT	fic	19	0.26	nar	vordraumur	59691	og var að hugsa um hverju hann hefði svarað prófastinum og unnustunni við kvöldverðinn
IP-SUB	fic	19	0.26	nar	vordraumur	59746	og hélt henni fastri milli beggja litlu handanna sinna meðan hún var að tala
IP-SUB	fic	19	0.26	nar	vordraumur	59763	Bjarni einblíndi á hana meðan hún var að tala
IP-MAT	fic	19	0.26	nar	vordraumur	59785	og var að rifja upp fyrir sér allt sem gerst hafði um nóttina og daginn áður
IP-SUB	fic	19	0.26	nar	vordraumur	59831	En hverjum var allt þetta að kenna ?
IP-MAT	fic	19	0.26	nar	vordraumur	59835	Allt þetta var engum að kenna nema honum
IP-MAT	fic	19	0.26	nar	vordraumur	59839	Hann var búinn að klæða sig
IP-SUB	fic	19	0.26	nar	vordraumur	59874	En því var nú prófasturinn að dæma ?
IP-MAT	fic	19	0.26	nar	vordraumur	59875	Honum var nær að hugsa um sínar eigin gerðir
IP-MAT	fic	19	0.26	nar	vordraumur	59941	Skelfileg gæfa væri það að stíga sín fyrstu spor á sálusorgaraveginum undir hans handleiðslu
IP-SUB	fic	19	0.26	nar	vordraumur	59957	Hvað það var ókvenlegt af Önnu að taka karlmanni svona fljótt svona alveg skilmálalaust
IP-MAT	fic	19	0.26	nar	vordraumur	59964	og var að hugsa um það á leiðinni hvað ættingjaelskan væri fögur og hvað mikla gæfu hún færði mönnunum
IP-SUB	fic	19	0.26	nar	vordraumur	59973	Hvað honum var rótt innanbrjósts eftir að hann var búinn að finna friðinn við sjálfan sig
